card_id,name_jp,name_en,category,stage,evolves_from,hp,type,weakness,resistance,retreat,ex,mega_ex,ace_spec,tera,basic,ability_name,ability_text,max_attack_damage,best_damage_per_energy,deck_usage_count,total_copies,avg_copies_when_used,is_staple,expansion,collection_no,in_engine,attack1_name,attack1_cost,attack1_damage,attack1_effect,attack2_name,attack2_cost,attack2_damage,attack2_effect,attack3_name,attack3_cost,attack3_damage,attack3_effect
578,コアルヒー,Ducklett,ポケモン/たね,ポケモン/たね,,70,水,雷,闘,1,0,0,0,0,1,,,20,10.0,0,0,0,0,MC,197/742,1,しょうか,●,,相手のバトルポケモンについている【炎】エネルギーを1個選び、トラッシュする。,つばさでうつ,●●,20,,,,,
579,スワンナ,Swanna,ポケモン/1進化,ポケモン/1進化,コアルヒー,120,水,雷,闘,1,0,0,0,0,0,,,120,40.0,0,0,0,0,MC,198/742,1,はばたく,●,30,,エアスラッシュ,●●●,120,このポケモンについているエネルギーを1個選び、トラッシュする。,,,,
580,バニプッチ,Vanillite,ポケモン/たね,ポケモン/たね,,60,水,鋼,,1,0,0,0,0,1,,,20,10.0,0,0,0,0,MC,199/742,1,たたく,●,10,,アイスエッジ,水●,20,コインを1回投げオモテなら、20ダメージ追加。,,,,
581,バニリッチ,Vanillish,ポケモン/1進化,ポケモン/1進化,バニプッチ,90,水,鋼,,2,0,0,0,0,0,,,50,16.7,0,0,0,0,MC,200/742,1,ぶつかる,●●,30,,れいとうビーム,水●●,50,コインを1回投げオモテなら、相手のバトルポケモンを【マヒ】にする。,,,,
582,バイバニラ,Vanilluxe,ポケモン/2進化,ポケモン/2進化,バニリッチ,150,水,鋼,,2,0,0,0,0,0,,,90,30.0,0,0,0,0,MC,201/742,1,ぶつかる,●●,60,,ダブルフリーズ,水●●,90×,コインを2回投げ、オモテの数×90ダメージ。1回でもオモテなら、相手のバトルポケモンを【マヒ】にする。,,,,
583,ケルディオex,Keldeo ex,ポケモン/たね,ポケモン/たね,,210,水,雷,,2,1,0,0,0,1,,,120,40.0,0,0,0,0,MC,205/742,1,しっぷうづき,水●,30,この番に、このポケモンがベンチからバトル場に出ていたなら、90ダメージ追加。,ソニックエッジ,水●●,120,このワザのダメージは、相手のバトルポケモンにかかっている効果を計算しない。,,,,
584,シママ,Blitzle,ポケモン/たね,ポケモン/たね,,60,雷,闘,,1,0,0,0,0,1,,,30,15.0,0,0,0,0,MC,250/742,1,けとばす,●,10,,エレキック,雷●,30,,,,,
585,ゼブライカ,Zebstrika,ポケモン/1進化,ポケモン/1進化,シママ,120,雷,闘,,1,0,0,0,0,0,,,100,33.3,0,0,0,0,MC,252/742,1,けとばす,●,30,,エレキバレット,雷雷●,100,相手のベンチポケモン1匹にも、30ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,
586,バチュル,Joltik,ポケモン/たね,ポケモン/たね,,40,雷,闘,,1,0,0,0,0,1,,,30,30.0,0,0,0,0,SV11W,030/086,1,ふいをつく,雷,30,コインを1回投げウラなら、このワザは失敗。,,,,,,,,
587,デンチュラ,Galvantula,ポケモン/1進化,ポケモン/1進化,バチュル,90,雷,闘,,1,0,0,0,0,0,,,50,50.0,0,0,0,0,SV11W,031/086,1,ほうでん,雷,50×,このポケモンについている【雷】エネルギーをすべてトラッシュし、その枚数×50ダメージ。,,,,,,,,
588,マッギョ,Stunfisk,ポケモン/たね,ポケモン/たね,,110,雷,闘,,2,0,0,0,0,1,,,50,25.0,0,0,0,0,SV11W,032/086,1,マッドボルト,●,20,このポケモンに【闘】エネルギーがついているなら、20ダメージ追加。,はねまわる,雷●,50,,,,,
589,コロモリ,Woobat,ポケモン/たね,ポケモン/たね,,60,超,雷,闘,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SV11W,033/086,1,ハートスタンプ,●,10,,,,,,,,,
590,ココロモリ,Swoobat,ポケモン/1進化,ポケモン/1進化,コロモリ,90,超,雷,闘,1,0,0,0,0,0,,,50,25.0,0,0,0,0,SV11W,034/086,1,ハッピーリターン,●,,自分のベンチポケモンを1匹選び、そのポケモンと、ついているすべてのカードを、手札にもどす。,かぜおこし,●●,50,,,,,
591,シンボラー,Sigilyph,ポケモン/たね,ポケモン/たね,,120,超,雷,闘,1,0,0,0,0,1,,,0,0.0,0,0,0,0,SV11W,035/086,1,リフレクター,●,,次の相手の番、このポケモンが受けるワザのダメージは「-40」される。,テレキネシス,超●●,,相手のポケモン1匹に、70ダメージ。このワザのダメージは弱点・抵抗力を計算しない。,,,,
592,デスマス,Yamask,ポケモン/たね,ポケモン/たね,,70,超,悪,闘,2,0,0,0,0,1,,,20,10.0,0,0,0,0,MC,320/742,1,ねんじる,超●,20,コインを1回投げオモテなら、20ダメージ追加。,,,,,,,,
593,デスカーン,Cofagrigus,ポケモン/1進化,ポケモン/1進化,デスマス,120,超,悪,闘,2,0,0,0,0,0,,,60,20.0,0,0,0,0,MC,322/742,1,のびるダメカーン,超●,,自分のベンチポケモンを1匹選び、選んだポケモンにのっているダメカンをすべて、相手のポケモン1匹にのせ替える。,まどわす,超●●,60,相手のバトルポケモンを【こんらん】にする。,,,,
594,ゴチム,Gothita,ポケモン/たね,ポケモン/たね,,70,超,悪,闘,1,0,0,0,0,1,,,20,20.0,0,0,0,0,MC,323/742,1,ちょうねんりき,超,20,,,,,,,,,
595,ゴチミル,Gothorita,ポケモン/1進化,ポケモン/1進化,ゴチム,90,超,悪,闘,1,0,0,0,0,0,,,40,20.0,0,0,0,0,MC,324/742,1,フォーチュンアイ,超,,相手の山札を上から5枚見て、好きな順番に入れ替えて、山札の上にもどす。,サイコショット,超●,40,,,,,
596,ゴチルゼル,Gothitelle,ポケモン/2進化,ポケモン/2進化,ゴチミル,150,超,悪,闘,2,0,0,0,0,0,ねじれたみらい,このポケモンがバトル場にいるなら、自分の番に1回使える。相手は相手自身の手札をすべて山札にもどして切る。その後、相手は山札を3枚引く。,90,45.0,0,0,0,0,MC,325/742,1,シンクロショット,超●,90,自分の手札と相手の手札が同じ枚数なら、90ダメージ追加。,,,,,,,,
597,プルリル,Frillish,ポケモン/たね,ポケモン/たね,,80,超,悪,闘,3,0,0,0,0,1,,,20,20.0,0,0,0,0,SV11W,041/086,1,うみのかげ,超,20,次の相手の番、相手は手札からグッズを出して使えない。,,,,,,,,
598,ブルンゲルex,Jellicent ex,ポケモン/1進化,ポケモン/1進化,プルリル,270,超,悪,闘,3,1,0,0,0,0,うみののろい,このポケモンがバトル場にいるかぎり、相手は手札から「グッズ」を出して使えず、「ポケモンのどうぐ」も出してつけられない。,80,40.0,0,0,0,0,SV11W,042/086,1,パワープレス,超●,80,このワザを使うためのエネルギーより、2個多くエネルギーがついているなら、80ダメージ追加。,,,,,,,,
599,ダンゴロ,Roggenrola,ポケモン/たね,ポケモン/たね,,80,闘,草,,2,0,0,0,0,1,,,30,15.0,0,0,0,0,SV11W,043/086,1,かたくなる,闘,,次の相手の番、このポケモンは「40」以下のワザのダメージを受けない。,いわころがり,闘闘,30,,,,,
600,ガントル,Boldore,ポケモン/1進化,ポケモン/1進化,ダンゴロ,110,闘,草,,3,0,0,0,0,0,,,90,30.0,0,0,0,0,SV11W,044/086,1,うちおとす,闘,30,相手のバトルポケモンの抵抗力が【闘】タイプなら、50ダメージ追加。,パワージェム,闘闘闘,90,,,,,
601,ギガイアス,Gigalith,ポケモン/2進化,ポケモン/2進化,ガントル,170,闘,草,,3,0,0,0,0,0,,,160,53.3,0,0,0,0,SV11W,045/086,1,リベンジキャノン,闘,20×,自分のベンチの【闘】ポケモン全員にのっているダメカンの数×20ダメージ。,ヘビーインパクト,闘闘闘,160,,,,,
602,ダゲキ,Sawk,ポケモン/たね,ポケモン/たね,,110,闘,超,,1,0,0,0,0,1,,,90,90.0,0,0,0,0,MC,391/742,1,ひじうち,闘,30,,ライジングチョップ,闘,90,相手のバトルポケモンが「ポケモン【ex】」でないなら、このワザは失敗。このワザのダメージは弱点・抵抗力を計算しない。,,,,
603,アーケン,Archen,ポケモン/1進化,ポケモン/1進化,古びたはねの化石,80,闘,草,,1,0,0,0,0,0,,,30,15.0,0,0,0,0,MC,392/742,1,アクロバット,闘●,30,コインを2回投げ、オモテの数×30ダメージ追加。,,,,,,,,
604,アーケオス,Archeops,ポケモン/2進化,ポケモン/2進化,アーケン,140,闘,草,,1,0,0,0,0,0,げんしのつばさ,このポケモンがバトル場にいるなら、自分の番に1回使える。相手の進化しているポケモンを1匹選び、「進化カード」を1枚はがして退化させる。はがしたカードは、相手の手札にもどす。,100,50.0,0,0,0,0,MC,393/742,1,いわおとし,闘●,100,,,,,,,,,
605,コジョフー,Mienfoo,ポケモン/たね,ポケモン/たね,,60,闘,超,,1,0,0,0,0,1,,,20,20.0,0,0,0,0,MC,395/742,1,キック,闘,20,,,,,,,,,
606,コジョンド,Mienshao,ポケモン/1進化,ポケモン/1進化,コジョフー,100,闘,超,,1,0,0,0,0,0,,,80,40.0,0,0,0,0,MC,396/742,1,ローキック,闘,40,,スマッシュアッパー,闘闘,80,このワザのダメージは抵抗力を計算しない。,,,,
607,テラキオン,Terrakion,ポケモン/たね,ポケモン/たね,,140,闘,草,,3,0,0,0,0,1,,,100,33.3,0,0,0,0,SV11W,051/086,1,かたきうち,闘●,50,前の相手の番に、ワザのダメージで、自分のポケモンが【きぜつ】していたなら、80ダメージ追加。,ランドクラッシュ,闘闘●,100,,,,,
608,チョロネコ,Purrloin,ポケモン/たね,ポケモン/たね,,60,悪,草,,1,0,0,0,0,1,,,0,0.0,0,0,0,0,SV11W,052/086,1,わるいおさそい,悪,,自分の山札から【悪】ポケモンを3枚まで選び、相手に見せて、手札に加える。そして山札を切る。,,,,,,,,
609,レパルダス,Liepard,ポケモン/1進化,ポケモン/1進化,チョロネコ,110,悪,草,,1,0,0,0,0,0,,,50,50.0,0,0,0,0,SV11W,053/086,1,はたきおとす,悪,50,相手の手札からオモテを見ないで1枚選び、トラッシュする。,,,,,,,,
610,ズルッグ,Scraggy,ポケモン/たね,ポケモン/たね,,70,悪,草,,1,0,0,0,0,1,,,30,15.0,0,0,0,0,SV11W,054/086,1,ずつき,悪,10,,せめこむ,悪悪,30,,,,,
611,ズルズキン,Scrafty,ポケモン/1進化,ポケモン/1進化,ズルッグ,120,悪,草,,2,0,0,0,0,0,,,60,30.0,0,0,0,0,SV11W,055/086,1,ごろつきアタック,悪悪,60×,自分の場の【悪】ポケモンの数ぶんコインを投げ、オモテの数×60ダメージ。,,,,,,,,
612,ヤブクロン,Trubbish,ポケモン/たね,ポケモン/たね,,70,悪,闘,,2,0,0,0,0,1,,,20,10.0,0,0,0,0,MC,465/742,1,よだれ,悪,10,,ヘドロばくだん,悪●,20,,,,,
613,ダストダス,Garbodor,ポケモン/1進化,ポケモン/1進化,ヤブクロン,140,悪,闘,,3,0,0,0,0,0,,,120,40.0,0,0,0,0,MC,466/742,1,ガスでつつむ,悪,40,,ダストシュート,悪悪●,120,相手のバトルポケモンを【どく】にする。,,,,
614,ゾロア,Zorua,ポケモン/たね,ポケモン/たね,,70,悪,草,,1,0,0,0,0,1,,,30,30.0,0,0,0,0,MC,467/742,1,とっしん,悪,30,このポケモンにも10ダメージ。,,,,,,,,
615,ゾロアーク,Zoroark,ポケモン/1進化,ポケモン/1進化,ゾロア,120,悪,草,,1,0,0,0,0,0,,,30,30.0,0,0,0,0,MC,468/742,1,マインドジャック,悪,30×,相手のベンチポケモンの数×30ダメージ。,イカサマ,●●●,,相手のバトルポケモンが持つワザを1つ選び、このワザとして使う。,,,,
616,モノズ,Deino,ポケモン/たね,ポケモン/たね,,80,悪,草,,2,0,0,0,0,1,,,50,16.7,0,0,0,0,MC,476/742,1,のしかかり,●●,20,コインを1回投げオモテなら、相手のバトルポケモンを【マヒ】にする。,やみのキバ,悪●●,50,,,,,
617,ジヘッド,Zweilous,ポケモン/1進化,ポケモン/1進化,モノズ,110,悪,草,,3,0,0,0,0,0,,,100,25.0,0,0,0,0,MC,477/742,1,ダブルアタック,●●,40×,コインを2回投げ、オモテの数×40ダメージ。,しっこくのキバ,悪悪●●,100,,,,,
618,サザンドラex,Hydreigon ex,ポケモン/2進化,ポケモン/2進化,ジヘッド,330,悪,草,,3,1,0,0,0,0,グリードイーター,このポケモンが使うワザのダメージで、相手の【たね】ポケモンが【きぜつ】したなら、サイドを1枚多くとる。,200,40.0,0,0,0,0,MC,478/742,1,ダークバイト,悪悪悪●●,200,次の相手の番、このワザを受けたポケモンは、にげられない。,,,,,,,,
619,テッシード,Ferroseed,ポケモン/たね,ポケモン/たね,,70,鋼,炎,草,2,0,0,0,0,1,,,40,13.3,0,0,0,0,SV11W,063/086,1,チクッ,鋼,10,,メタルクロー,鋼●●,40,,,,,
620,ナットレイ,Ferrothorn,ポケモン/1進化,ポケモン/1進化,テッシード,140,鋼,炎,草,3,0,0,0,0,0,,,130,32.5,0,0,0,0,SV11W,064/086,1,パワーウィップ,鋼,,相手のポケモン1匹に、このポケモンについているエネルギーの数×20ダメージ。［ベンチは弱点・抵抗力を計算しない。］,メタルクロー,鋼●●●,130,,,,,
621,ギアル,Klink,ポケモン/たね,ポケモン/たね,,60,鋼,炎,草,1,0,0,0,0,1,,,10,10.0,0,0,0,0,MC,506/742,1,かたいギア,鋼,10,次の相手の番、このポケモンが受けるワザのダメージは「-10」される。,,,,,,,,
622,ギギアル,Klang,ポケモン/1進化,ポケモン/1進化,ギアル,90,鋼,炎,草,2,0,0,0,0,0,,,50,25.0,0,0,0,0,MC,507/742,1,かたいギア,鋼●,50,次の相手の番、このポケモンが受けるワザのダメージは「-20」される。,,,,,,,,
623,ギギギアル,Klinklang,ポケモン/2進化,ポケモン/2進化,ギギアル,150,鋼,炎,草,3,0,0,0,0,0,ギアコーティング,このポケモンがいるかぎり、【鋼】エネルギーがついている自分のポケモン全員が、相手のポケモンから受けるワザのダメージは「-20」される。,120,40.0,0,0,0,0,MC,508/742,1,ぶちかます,鋼●●,120,,,,,,,,,
624,アイアント,Durant,ポケモン/たね,ポケモン/たね,,110,鋼,炎,草,1,0,0,0,0,1,,,50,25.0,0,0,0,0,SV11W,068/086,1,いっしょにかむ,●,20,自分のベンチに「アイアント」がいるなら、20ダメージ追加。,はさむ,鋼●,50,,,,,
625,クリムガン,Druddigon,ポケモン/たね,ポケモン/たね,,120,竜,,,2,0,0,0,0,1,,,90,40.0,0,0,0,0,MC,544/742,1,ひきさく,●,40,このワザのダメージは、相手のバトルポケモンにかかっている効果を計算しない。,おそいかかる,炎水●,90,コインを1回投げオモテなら、60ダメージ追加。,,,,
626,ミネズミ,Patrat,ポケモン/たね,ポケモン/たね,,60,無,闘,,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SV11W,070/086,1,ちょうたつ,●,,自分の山札からグッズを1枚選び、相手に見せて、手札に加える。そして山札を切る。,かじる,●,10,,,,,
627,ミルホッグ,Watchog,ポケモン/1進化,ポケモン/1進化,ミネズミ,90,無,闘,,1,0,0,0,0,0,,,80,80.0,0,0,0,0,SV11W,071/086,1,きあいだめ,●,,次の自分の番、このポケモンの「ひっさつまえば」のダメージは「240」になる。,ひっさつまえば,●,80,コインを1回投げウラなら、このワザは失敗。,,,,
628,ヨーテリー,Lillipup,ポケモン/たね,ポケモン/たね,,60,無,闘,,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SV11W,072/086,1,じゃれつく,●,10,コインを1回投げオモテなら、20ダメージ追加。,,,,,,,,
629,ハーデリア,Herdier,ポケモン/1進化,ポケモン/1進化,ヨーテリー,90,無,闘,,1,0,0,0,0,0,,,70,23.3,0,0,0,0,SV11W,073/086,1,ほえる,●,,相手のバトルポケモンをベンチポケモンと入れ替える。［バトル場に出すポケモンは相手が選ぶ。］,つきたおし,●●●,70,,,,,
630,ムーランド,Stoutland,ポケモン/2進化,ポケモン/2進化,ハーデリア,160,無,闘,,3,0,0,0,0,0,,,100,25.0,0,0,0,0,SV11W,074/086,1,かぎわける,●●,,コインを3回投げ、オモテの数ぶんまで、自分のトラッシュから好きなカードを選び、相手に見せて、手札に加える。,スペシャルファング,●●●●,100,このポケモンに特殊エネルギーがついているなら、100ダメージ追加。,,,,
631,バッフロンex,Bouffalant ex,ポケモン/たね,ポケモン/たね,,220,無,闘,,2,1,0,0,0,1,アフロガード,このポケモンが受けるワザのダメージは「-30」される。,100,33.3,0,0,0,0,MC,605/742,1,ゴールドブレイク,●●●,100,相手のバトルポケモンが「ポケモン【ex】」なら、100ダメージ追加。,,,,,,,,
632,ワシボン,Rufflet,ポケモン/たね,ポケモン/たね,,70,無,雷,闘,1,0,0,0,0,1,,,20,10.0,0,0,0,0,MC,606/742,1,つつく,●,10,,かっくう,●●,20,,,,,
633,ウォーグル,Braviary,ポケモン/1進化,ポケモン/1進化,ワシボン,140,無,雷,闘,1,0,0,0,0,0,,,130,40.0,0,0,0,0,MC,607/742,1,つばめがえし,●,40,コインを1回投げオモテなら、40ダメージ追加。,スピードウイング,●●●●,130,,,,,
634,トルネロス,Tornadus,ポケモン/たね,ポケモン/たね,,120,無,雷,闘,1,0,0,0,0,1,,,100,33.3,0,0,0,0,MC,610/742,1,かぜをまとう,●,,自分の手札から基本エネルギーを1枚選び、このポケモンにつける。,ぼうふう,●●●,100,このポケモンについている基本エネルギーを1個選び、ベンチポケモンにつけ替える。,,,,
635,ダイゴのヤジロン,Steven's Baltoy,トレーナーのポケモン（ダイゴ）,ポケモン/たね,,60,超,悪,闘,1,0,0,0,0,1,,,20,20.0,0,0,0,0,SVOD,001/018,1,しょうしゅうサイン,●,,自分の山札から【たね】ポケモンの「ダイゴのポケモン」を2枚まで選び、ベンチに出す。そして山札を切る。,ねんどうだん,超,20,,,,,
636,ダイゴのネンドール,Steven's Claydol,トレーナーのポケモン（ダイゴ）,ポケモン/1進化,ダイゴのヤジロン,120,超,悪,闘,2,0,0,0,0,0,,,220,73.3,0,0,0,0,SVOD,002/018,1,ぶきみなひかり,超,20,相手のバトルポケモンを【こんらん】にする。,クレイブラスト,超超●,220,このポケモンについているエネルギーを、すべてトラッシュする。,,,,
637,ダイゴのメレシー,Steven's Carbink,トレーナーのポケモン（ダイゴ）,ポケモン/たね,,80,超,鋼,,2,0,0,0,0,1,ストーンパレス,このポケモンがベンチにいるかぎり、自分の「ダイゴのポケモン」全員が、相手のポケモンから受けるワザのダメージは「-30」される。この効果は、この特性を持つポケモンが何匹いても、重ならない。,80,26.7,0,0,0,0,SVOD,003/018,1,マジカルショット,超●●,80,,,,,,,,,
638,ダイゴのエアームド,Steven's Skarmory,トレーナーのポケモン（ダイゴ）,ポケモン/たね,,120,鋼,雷,闘,1,0,0,0,0,1,,,30,15.0,0,0,0,0,MC,494/742,1,するどいはね,●●,30,,ツインソニック,鋼鋼●,,相手のポケモン2匹に、それぞれ50ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,
639,ダイゴのダンバル,Steven's Beldum,トレーナーのポケモン（ダイゴ）,ポケモン/たね,,70,鋼,炎,草,1,0,0,0,0,1,,,30,15.0,0,0,0,0,SVOD,019/018,1,ぶつかる,鋼●,30,,,,,,,,,
640,ダイゴのメタング,Steven's Metang,トレーナーのポケモン（ダイゴ）,ポケモン/1進化,ダイゴのダンバル,100,鋼,炎,草,2,0,0,0,0,0,,,70,35.0,0,0,0,0,SVOD,006/018,1,メタルスラッシュ,鋼●,70,次の自分の番、このポケモンはワザが使えない。,,,,,,,,
641,ダイゴのメタグロスex,Steven's Metagross ex,トレーナーのポケモン（ダイゴ）,ポケモン/2進化,ダイゴのメタング,340,鋼,炎,草,3,1,0,0,0,0,エクスブート,自分の番に1回使える。自分の山札から「基本【超】エネルギー」と「基本【鋼】エネルギー」をそれぞれ1枚まで選び、自分の【超】または【鋼】ポケモンに好きなようにつける。そして山札を切る。,200,66.7,0,0,0,0,SVOD,007/018,1,メタルスタンプ,鋼●●,200,,,,,,,,,
642,マリィのチョロネコ,Marnie's Purrloin,トレーナーのポケモン（マリィ）,ポケモン/たね,,60,悪,草,,1,0,0,0,0,1,,,20,20.0,0,0,0,0,MC,458/742,1,シャープネイル,悪,20,相手のバトルポケモンが「ポケモン【ex】」なら、40ダメージ追加。,,,,,,,,
643,マリィのレパルダス,Marnie's Liepard,トレーナーのポケモン（マリィ）,ポケモン/1進化,マリィのチョロネコ,100,悪,草,,1,0,0,0,0,0,,,70,35.0,0,0,0,0,MC,459/742,1,シャープクロー,悪悪,70,相手のバトルポケモンが「ポケモン【ex】」なら、70ダメージ追加。,,,,,,,,
644,マリィのズルッグ,Marnie's Scraggy,トレーナーのポケモン（マリィ）,ポケモン/たね,,70,悪,草,,1,0,0,0,0,1,,,50,16.7,0,0,0,0,MC,463/742,1,かみくだく,悪悪●,50,相手のバトルポケモンについているエネルギーを1個選び、トラッシュする。,,,,,,,,
645,マリィのズルズキン,Marnie's Scrafty,トレーナーのポケモン（マリィ）,ポケモン/1進化,マリィのズルッグ,120,悪,草,,2,0,0,0,0,0,,,160,53.3,0,0,0,0,MC,464/742,1,うしろげり,悪,40,,ワイルドタックル,悪悪●,160,このポケモンにも30ダメージ。,,,,
646,マリィのベロバー,Marnie's Impidimp,トレーナーのポケモン（マリィ）,ポケモン/たね,,70,悪,草,,1,0,0,0,0,1,,,10,10.0,0,0,0,0,SVOM,005/019,1,くすねる,●,,自分の山札を1枚引く。,どつく,悪,10,,,,,
647,マリィのギモー,Marnie's Morgrem,トレーナーのポケモン（マリィ）,ポケモン/1進化,マリィのベロバー,100,悪,草,,1,0,0,0,0,0,,,60,30.0,0,0,0,0,SVOM,006/019,1,どつく,悪悪,60,,,,,,,,,
648,マリィのオーロンゲex,Marnie's Grimmsnarl ex,トレーナーのポケモン（マリィ）,ポケモン/2進化,マリィのギモー,320,悪,草,,2,1,0,0,0,0,パンクアップ,自分の番に、このカードを手札から出して進化させたとき、1回使える。自分の山札から「基本【悪】エネルギー」を5枚まで選び、自分の「マリィのポケモン」に好きなようにつける。そして山札を切る。,180,90.0,0,0,0,0,SVOM,007/019,1,シャドーバレット,悪悪,180,相手のベンチポケモン1匹にも、30ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,,,,
649,マリィのモルペコ,Marnie's Morpeko,トレーナーのポケモン（マリィ）,ポケモン/たね,,70,悪,草,,,0,0,0,0,1,,,20,6.7,0,0,0,0,SVOM,020/019,1,スパイクホイール,●●●,20,このポケモンについている【悪】エネルギーの数×40ダメージ追加。,,,,,,,,
650,フシギダネ,Bulbasaur,ポケモン/たね,ポケモン/たね,,80,草,炎,,2,0,0,0,0,1,,,10,10.0,1,4,4.0,0,M1L,001/063,1,しばりつける,草,10,次の相手の番、このワザを受けたポケモンは、にげられない。,,,,,,,,
651,フシギソウ,Ivysaur,ポケモン/1進化,ポケモン/1進化,フシギダネ,110,草,炎,,3,0,0,0,0,0,,,60,30.0,1,4,4.0,0,M1L,002/063,1,はっぱカッター,草草,60,,,,,,,,,
652,メガフシギバナex,Mega Venusaur ex,ポケモン/2進化,ポケモン/2進化,フシギソウ,380,草,炎,,4,0,1,0,0,0,ソーラートランス,自分の番に何回でも使える。自分の場のポケモンについている「基本【草】エネルギー」を1個選び、自分の別のポケモンにつけ替える。,240,60.0,1,3,3.0,0,M1L,003/063,1,ジャングルダンプ,草草草草,240,このポケモンのHPを「30」回復する。,,,,,,,,
653,タマタマ,Exeggcute,ポケモン/たね,ポケモン/たね,,60,草,炎,,1,0,0,0,0,1,,,0,0.0,0,0,0,0,M1L,004/063,1,みがつまる,●,,自分の山札から「基本【草】エネルギー」を1枚選び、このポケモンにつける。そして山札を切る。,,,,,,,,
654,ナッシー,Exeggutor,ポケモン/1進化,ポケモン/1進化,タマタマ,140,草,炎,,2,0,0,0,0,0,,,60,30.0,0,0,0,0,M1L,005/063,1,ガードプレス,草,30,次の相手の番、このポケモンが受けるワザのダメージは「-30」される。,ウッドスタンプ,●●●,60,このポケモンについている【草】エネルギーの数×30ダメージ追加。,,,,
655,セレビィ,Celebi,ポケモン/たね,ポケモン/たね,,80,草,炎,,1,0,0,0,0,1,,,30,30.0,0,0,0,0,M1L,006/063,1,ときをめぐる,草,,自分の山札から【草】ポケモンとスタジアムを合計3枚まで選び、相手に見せて、手札に加える。そして山札を切る。,ソーラーカッター,草,30,,,,,
656,タネボー,Seedot,ポケモン/たね,ポケモン/たね,,60,草,炎,,1,0,0,0,0,1,,,20,10.0,0,0,0,0,M1L,007/063,1,ひとやすみ,●,,このポケモンのHPを「20」回復する。,タネばくだん,草●,20,,,,,
657,コノハナ,Nuzleaf,ポケモン/1進化,ポケモン/1進化,タネボー,100,草,炎,,2,0,0,0,0,0,,,50,30.0,0,0,0,0,M1L,008/063,1,はたく,草,30,,けたぐり,草●,50,,,,,
658,ダーテング,Shiftry,ポケモン/2進化,ポケモン/2進化,コノハナ,160,草,炎,,2,0,0,0,0,0,,,100,50.0,0,0,0,0,M1L,009/063,1,とっぷうがえし,草,,コインを1回投げオモテなら、相手のポケモンを1匹選び、そのポケモンと、ついているすべてのカードを、相手の山札にもどして切る。,まどわす,草●,100,相手のバトルポケモンを【こんらん】にする。,,,,
659,ロコン,Vulpix,ポケモン/たね,ポケモン/たね,,70,炎,水,,1,0,0,0,0,1,,,20,10.0,0,0,0,0,M1L,010/063,1,ふむ,●,10,,かえん,炎●,20,,,,,
660,キュウコン,Ninetales,ポケモン/1進化,ポケモン/1進化,ロコン,120,炎,水,,1,0,0,0,0,0,,,60,30.0,0,0,0,0,M1L,011/063,1,あやかしへんげ,●,,自分の山札を上から1枚トラッシュし、そのカードがサポートなら、その効果を、このワザの効果として使う。,かえん,炎●,60,,,,,
661,ドンメル,Numel,ポケモン/たね,ポケモン/たね,,80,炎,水,,2,0,0,0,0,1,,,30,10.0,0,0,0,0,M1L,012/063,1,なかまをよぶ,炎,,自分の山札から【たね】ポケモンを2枚まで選び、ベンチに出す。そして山札を切る。,ほのお,炎●●,30,,,,,
662,メガバクーダex,Mega Camerupt ex,ポケモン/1進化,ポケモン/1進化,ドンメル,340,炎,水,,4,0,1,0,0,0,,,280,80.0,0,0,0,0,M1L,013/063,1,あぶりやき,炎,80,相手のバトルポケモンが【やけど】なら、160ダメージ追加。,ボルケーノメテオ,炎●●●,280,このポケモンについているエネルギーを2個選び、トラッシュする。,,,,
663,ボルケニオン,Volcanion,ポケモン/たね,ポケモン/たね,,130,炎,水,,2,0,0,0,0,1,,,130,43.3,0,0,0,0,M1L,014/063,1,こがす,炎,,相手のバトルポケモンを【やけど】にする。,バックファイヤー,炎炎●,130,このポケモンについている【炎】エネルギーを2個選び、手札にもどす。,,,,
664,ヒバニー,Scorbunny,ポケモン/たね,ポケモン/たね,,70,炎,水,,1,0,0,0,0,1,,,30,30.0,0,0,0,0,M1L,015/063,1,けりつける,●,30,コインを1回投げウラなら、このワザは失敗。,,,,,,,,
665,ラビフット,Raboot,ポケモン/1進化,ポケモン/1進化,ヒバニー,100,炎,水,,1,0,0,0,0,0,,,0,0.0,0,0,0,0,M1L,016/063,1,ジャンプキック,●,,相手のポケモン1匹に、40ダメージ。［ベンチは弱点・抵抗力を計算しない。］,,,,,,,,
666,エースバーン,Cinderace,ポケモン/2進化,ポケモン/2進化,ラビフット,160,炎,水,,,0,0,0,0,0,しゅんぱつりょく,対戦準備でポケモンをバトル場に出すとき、このカードが手札にあるなら、ウラにしてバトル場に出してよい。,50,50.0,2,4,2.0,0,M1L,017/063,1,フレアターボ,●,50,自分の山札から基本エネルギーを3枚まで選び、ベンチポケモンに好きなようにつける。そして山札を切る。,,,,,,,,
667,ヘイガニ,Corphish,ポケモン/たね,ポケモン/たね,,80,水,雷,,2,0,0,0,0,1,,,30,15.0,0,0,0,0,M1L,018/063,1,はさむ,●,10,,とっしん,●●,30,このポケモンにも10ダメージ。,,,,
